SimpleFieldSearchExample
searching for e
Connecting to 50.19.46.133:8194
Sending Request: fieldSearchRequest = {
    searchSpec = "e"
    returnFieldDocumentation = false
}

FIELD ID     MNEMONIC                            DESCRIPTION                             
SI472        TOT_BLDG_IMPROVEMNT_PER_AVG_SQFT    Total Building Improvements per Avg Square Foot
RR593        ST_LIAB_AND_DPST_REPO               ST Liabilities And Deposit/Repo         
SI257        LAND_HLD_FOR_DEV_CON_DEVELPBL_SF    Land Held for Dvpmnt Cons Approx Developable SF
BS148        DEVELOPMENT_PROP                    Development Properties                  
SI549        SAME_STORE_NUM_UNITS_CONS_APT       Same Store Properties Apt Consolidated # of Units
SI544        SAME_STORE_NUM_PPTYS_UNCONS_APT     Same Store Pptys Apts Unconsolidated # Properties

SI666        PPTY_CBD_OFFICE_UNCON_PCT_LEASED    Property Port CBD Office Unconsolidated Pct Leased
SI543        SAME_STORE_NUM_PPTYS_CONS_APTS      Same Store Pptys Apt Consolidated # of Properties
SI540        SAME_STORE_TOT_PERC_NOI_APT         Same Store Pptys Apts Total Percentage of NOI
SI539        SAME_STORE_PERC_NOI_UNCONS_APT      Same Store Pptys Apts Unconsolidated Perc of NOI
SI538        SAME_STORE_PERC_NOI_CONS_APT        Same Store Pptys Apts Consolidated Pct of NOI
SI646        PPTY_SUB_OFF_TOTAL_RENTABLE_SF      Ppty Port SUB Office Total Rentable Sq Footage
SI537        SAME_STORE_NOI                      Same Store Properties All Properties Total NOI
SI536        SAME_STORE_NOI_UNCONS               Same Store Pptys All Properties Unconsolidated NOI
SI535        SAME_STORE_NOI_CONS                 Same Store Pptys All Pptys Consolidated NOI
SI647        PPTY_ALL_OFF_TOTAL_RENTABLE_SF      Ppty Port All Office Total Rentable Sq Footage
SI519        SAME_STORE_RENT_PER_UNIT_APT        Same Store Properties Apartment Tot Rent per Unit
SI518        SAME_STORE_RENT_PER_UNIT_UNC_APT    Same Store Properties Apt Uncons Rent per Unit
SI652        PPTY_SUB_OFFICE_CONS_LEASED_SF      Ppty Port SUB Office Consol Leased Square Footage
SI517        SAME_STR_RENT_PER_UNIT_CONS_APT     Same Store Properties Apt Cons Rent per Unit
SI653        PPTY_ALL_OFFICE_CONS_LEASED_SF      Ppty Port All Office Consol Leased Square Footage
SI331        REDVLPMENT_APTS_TOT_ACT_COST        Redevelopment Properties Apartments Tot Act Cost
SI655        PPTY_SUB_OFFICE_UCON_LEASED_SF      Ppty Port SUB Office Uncons Leased Square Footage
SI330        REDVLPMENT_APTS_UNCONS_ACT_COST     Redevelopment Pptys Apartments Uncons Act Cost
SI329        REDVLPMENT_APTS_CONS_ACT_COST       Redevelopment Properties Apartments Cons Act Cost
SI316        APT_CMP_&_STAB_TOT_COST_TO_CMP      Dvmnt Pptys Apt Cmp & Stabl Tot Cost to Cmp
SI315        APT_CMP_&_STAB_UNCONS_CST_TO_CMP    Dvmnt Pptys Apt Cmp & Stabl Uncons Cost to Cmp
SI314        APT_CMP_&_STAB_CONS_COST_TO_CMP     Dvmnt Pptys Apt Cmp & Stabl Cons Cost to Cmp
SI298        APT_CMP_NOT_STAB_TOT_COST_TO_CMP    Dvmnt Pptys Apt Cmp Not Stabl Tot Cost to Cmp
SI656        PPTY_ALL_OFFICE_UCON_LEASED_SF      Ppty Port All Office Uncons Leased Square Footage
SI725        LEASED_SUB_OFF_CON_AVG_RENT_CASH    Leased Space Sub Off Con Avg Rent per Sq Ft (Cash)
M0259        PPTY_PORT_ALL_PPTYS_TOTAL_OCPNCY    Property Portfolio All Properties Total Occupancy
M0430        PROPERTY_PORT_CNS_GLA_OUTLETS       Property Port Cons Gross Leasable Area Outlets
M0431        PROPERTY_PORT_UCN_GLA_OUTLETS       Property Port Uncons Gross Leasable Area Outlets
M0445        OCPNCY_RTL_STRIP_CNTR_PPTYS_SS      Occupancy Retail Strip Center Pptys Same Store
M0681        ACQ_RTL_MALLS_SALES_SQFT_UNCONS     Acq - Retail - Malls - Sales per SqFt - Uncons
SI703        REDEV_PROP_APT_UNCON_ACT_#_PPTYS    Redevelopment Pptys Apt Uncons Active Num Pptys
SI702        REDEV_PROP_APT_CONS_ACT_#_PPTYS     Redevelopment Pptys Apt Cons Active Num Pptys
SI700        DEV_PROP_CMPL_STABL_UNCONS_OCC_%    Develop Pptys Apt Cmpl & Stabl Uncons Ocpncy Rate
M0680        ACQ_RTL_MALLS_SALES_SQFT_CONS       Acq - Retail - Malls - Sales per SqFt - Cons
SI699        DEV_PROP_CMPL_STABL_CONS_OCC_%      Develop Ppty Apt Cmpl & Stabl Cons Occupancy Rate
SI698        DEV_PROP_APT_CMPL_STABL_OCC_%       Develop Pptys Apt Cmpl and Stabl Occupancy Rate
SI697        SAME_STORE_PROP_CONCESSIONS_APTS    Same Store Properties Concessions Apartments
SI687        PHYSICAL_OCCUPANCY_APARTMENTS       Physical Occupancy Apartments           
SI686        SAME_STORE_PHYS_OCCUPANCY_APTS      Same Store Physical Occupancy Apartments
M0679        ACQ_RTL_MALLS_SALES_SQFT            Acq - Retail - Malls - Sales per Square Foot
SI680        SAME_STORE_RENT_GR_ALL_PROP         Same Store Rent Growth All Properties   
SI679        SAME_STORE_RENT_REV_GR_ALL_PROP     Same Store Rental Revenue Growth All Properties
SI678        SAME_STORE_RENT_GROWTH_APTS         Same Store Rent Growth Apartments       
SI677        SAME_STORE_RENT_REV_GROWTH_APTS     Same Store Rental Revenue Growth Apartments
M0675        ACQ_RTL_MALLS_GLA_ACQD_UNCONS       Acq - Retail - Malls - Total GLA Acquired - Uncons
M0674        ACQ_RTL_MALLS_TOT_GLA_ACQD_CONS     Acq - Retail - Malls - Total GLA Acquired - Cons
M5105        CONTRACTED_SALE_VAL_OF_PPTYS        Contracted Sale Value of Properties     
M0257        PPTY_PORT_ALL_PPTYS_CONS_OCPNCY     Property Portfolio All Properties Cons Occupancy
M0256        SS_PPTYS_ALL_PPTYS_TOTAL_OCPNCY     Same Store Pptys All Pptys Total Occupancy
M0255        SS_PPTYS_ALL_PPTYS_UNCONS_OCPNCY    Same Store Pptys All Pptys Unconsolidated Ocpncy
SI260        LND_HLD_FOR_DVMNT_CONS_CST_TO_DT    Land Held for Development Consolidated Costs to Dt
M0688        ACQ_RTL_OUTLET_PURCHASE_PX_CONS     Acq - Retail - Outlet Ctr - Purch Price - Cons
M0687        ACQ_RTL_OUTLET_PURCHASE_PX          Acq - Retail - Outlet Ctr - Purch Price 
SI750        LEASED_OFF_TOT_RENTABLE_SQ_FT       Leased Space Off Tot Rentable Square Footage
SI749        LEASE_SUB_OFF_TOT_RENTABLE_SQ_FT    Leased Space Sub Off Tot Rentable Square Footage
M0686        ACQ_RTL_OTL_CAP_RATE_CONS           Acq - Retail - Outlets - Capitalization Rt - Cons
M0685        ACQ_RTL_OTL_CAP_RATE                Acq - Retail - Outlets - Capitalization Rate
M0684        ACQ_RTL_ML_AVG_RENT_SQFT_UNCONS     Acq - Retail - Malls - Avg Rent per SqFt - Uncons
M0683        ACQ_RTL_MALLS_AVG_RENT_SQFT_CONS    Acq - Retail - Malls - Avg Rent per SqFt - Cons
M0682        ACQ_RTL_MALLS_AVG_RENT_SQFT         Acq - Retail - Malls - Avg Rent per Square Foot
SI747        LEASE_OFF_UNC_RENTABLE_SQ_FT        Leased Space Off Uncon Rentable Square Footage
SI746        LEASE_SUB_OFF_UNC_RENTABLE_SQ_FT    Leased Space Sub Off Uncon Rentable Square Footage
SI561        SS_PR_ALL_CN_%_LEASED_PRE-LEASED    SS Properties All Cons Pct Leased/Pre-Leased
SI744        LEASE_OFF_CON_RENTABLE_SQ_FT        Leased Space Off Consolidated Rentable Square Ft
SI743        LEASE_SUB_OFF_CON_RENTABLE_SQ_FT    Leased Space Sub Off Con Rentable Square Footage
SI562        SS_PR_ALL_UC_%_LEASED_PRE-LEASED    SS Properties All Uncons Pct Leased/Pre-Leased
SI740        LEASE_SUB_OFF_TOT_AVG_LEASE_TERM    Leased Space Sub Off Tot Average Lease Term
SI739        LEASE_CBD_OFF_TOT_AVG_LEASE_TERM    Leased Space CBD Off Tot Average Lease Term
M0338        FIXED_RT_DEBT_WAVG_MATURITY         Fixed Rate Debt Weighted Average Maturity
SI738        LEASED_OFF_UNC_AVG_LEASE_TERM       Leased Space Off Unconsolidated Average Lease Term
SI737        LEASE_SUB_OFF_UNC_AVG_LEASE_TERM    Leased Space Sub Off Unconsolidated Avg Lease Term
SI735        LEASE_OFF_CONS_AVG_LEASE_TERM       Leased Space Off  Consolidated Average Lease Term
SI734        LEASE_SUB_OFF_CON_AVG_LEASE_TERM    Leased Space Sub Off Consolidated Avg Lease Term
SI732        LEASED_OFF_TOT_AVG_RENT_CASH        Leased Space Off Tot Average Rent per Sq Ft (Cash)
SI731        LEASED_SUB_OFF_TOT_AVG_RENT_CASH    Leased Space Sub Off Tot Avg Rent per Sq Ft (Cash)
SI729        LEASED_OFF_UNCON_AVG_RENT_CASH      Leased Space Off Uncon Avg Rent per Sq Ft (Cash)
SI345        ACQ_APTS_UNCONS_UNITS_ACQUIRED      Acquisitions Apartments Uncons Units Acquired
M0666        ACQ_RTL_MALLS_PURCH_PRICE_UNCONS    Acq - Retail - Malls - Purchase Price - Uncons
SI344        ACQ_APTS_CONS_UNITS_ACQUIRED        Acquisitions Apartments Cons Units Acquired
SI660        ALL_PPTYS_CONSOLID_LEASED_SF        Ppty Port All Pptys Consol Leased Square Footage
SI334        REDVMNT_APTS_TOTAL_COST_TO_DT       Redvlpment Pptys Apts Total Cost to Date
SI325        REDVMNT_APTS_TOTAL_NUM_UNITS        Redvlpment Pptys Apts Total # Units     
SI310        APTS_STABL_TOTAL_ACTUAL_COSTS       Dvmnt Pptys Apts Stabilized Total Actual Costs
SI309        APTS_STABL_UNCONS_ACTUAL_COSTS      Dvmnt Pptys Apts Stabilized Uncons Actual Costs
SI308        APTS_STABL_CONS_ACTUAL_COSTS        Dvmnt Pptys Apts Stabilized Cons Actual Costs
M0665        ACQ_RTL_MALLS_PURCH_PRICE_CONS      Acq - Retail - Malls - Purchase Price - Cons
M0663        ACQ_RTL_AVG_RENT_SQFT_UNCONS        Acq - Retail Average Rent per Square Foot - Uncons
SI307        APTS_STABL_TOTAL_NUM_UNITS          Dvmnt Pptys Apts Stabilized Total # Units
SI306        APTS_STABL_UNCONS_NUM_UNITS         Dvmnt Pptys Apts Stabilized Uncons # Units
SI305        APTS_STABL_CONS_NUM_UNITS           Dvmnt Pptys Apts Stabilized Cons # Units
SI295        APT_NOT_STABL_TOTAL_COST_TO_DT      Dvmnt Pptys Apts not Stabilized Total Cost to Dt
SI294        APT_NOT_STABL_UNCONS_COST_TO_DT     Dvmnt Pptys Apts not Stabilized Uncons Cost to Dt
SI293        APT_NOT_STABL_CONS_COST_TO_DT       Dvmnt Pptys Apts not Stabilized Cons Cost to Dt
SI288        APTS_NOT_STABL_UNCONS_NUM_UNITS     Dvmnt Pptys Apts not Stabilized Uncons # Units
M0662        ACQ_RTL_AVG_RENT_SQFT_CONS          Acq - Retail Average Rent per Square Foot - Cons
SI287        APTS_NOT_STABL_CONS_NUM_UNITS       Dvmnt Pptys Apts not Stabilized Cons # Units
SI277        APTS_UND_CONST_TOT_COSTS_TO_DT      Dvmnt Pptys Apts under Constrct Total Cost to Dt
SI276        APTS_UND_CONST_UNCONS_COST_TO_DT    Dvmnt Pptys Apts under Constrct Uncons Cost to Dt
SI275        APTS_UND_CONST_CONS_COSTS_TO_DT     Dvmnt Pptys Apts under Constrct Cons Cost to Date
SI271        APTS_UND_CONST_TOT_NUM_UNITS        Dvmnt Pptys Apts under Constrct Total # Units

SI482        RENEWED_LSE_%_CHG_IN_CASH_RENT      Renewed Leases Percentage Change in Cash Rent
SI671        PPTY_ALL_OFFICE_TOTAL_PCT_LEASED    Property Portfolio All Office Total Percent Leased
M0254        SS_PPTYS_ALL_PPTYS_CONS_OCPNCY      Same Store Pptys All Pptys Consolidated Occupancy
SI638        PPTY_PORT_APTS_TOT_NUM_UNITS        Property Portfolio Apts Total # of Units
SI637        PPTY_PORT_APTS_UNCONS_NUM_UNITS     Property Portfolio Apts Unconsolidated # of Units
SI636        PPTY_PORT_APTS_CONS_NUM_UNITS       Property Portfolio Apts Consolidated # of Units
SI604        AVG_RENTAL_RATE_PER_UNIT_APT        Average Rental Rate per Unit Apartments 
SI560        SAME_STORE_APT_TOT_OCPNCY_RT        Same Store Pptys Apts Total Occupancy Rate
SI559        SAME_STORE_APT_UNCONS_OCPNCY_RT     Same Store Pptys Apts Uncons Occupancy Rate
SI558        SAME_STORE_APT_CONS_OCPNCY_RT       Same Store Pptys Apts Consolidated Occupancy Rate
SI534        SAME_STORE_APTS_TOTAL_NOI           Same Store Properties Apartments Total NOI
SI533        SAME_STORE_APTS_UNCONS_NOI          Same Store Ppty Apartments Unconsolidated NOI
SI532        SAME_STORE_APTS_CONS_NOI            Same Store Ppty Apartments Consolidated NOI
M0673        ACQ_RTL_MALLS_TOT_GLA_ACQD          Acq - Retail - Malls - Total GLA Acquired
SI528        SAME_STORE_TOT_APT_OP_MARGIN        Same Store Ppty Apt Tot Operating Margin
SI527        SAME_STORE_UNCONS_APT_OP_MARGIN     Same Store Ppty Apts Uncons Operating Margin
SI526        SAME_STORE_CONS_APT_OP_MARGIN       Same Store Ppty Apts Consolidated Operating Margin
SI364        DISPTNS_APTS_TOTAL_AVG_CAP_RT       Dispositions Apts Total Avg Capitalization Rate
M0672        ACQ_RTL_MALLS_CAP_RATE_UNCONS       Acq - Retail - Malls - Capitalization Rt - Uncons
SI363        DISPTNS_APTS_UNCONS_AVG_CAP_RT      Dispositions Apts Uncons Avg Capitalization Rate
SI362        DISPTNS_APTS_CONS_AVG_CAP_RT        Dispositions Apts Cons Avg Capitalization Rate
M0337        VAR_RT_DEBT_WAVG_MATURITY           Variable Rate Debt Weighted Average Maturity
M0336        SECURED_VAR_RT_DEBT_TOTAL           Secured Variable Rate Debt Total        
M0671        ACQ_RTL_MALLS_CAP_RATE_CONS         Acq - Retail - Malls - Capitalization Rate - Cons
M0670        ACQ_RTL_MALLS_CAP_RATE              Acq - Retail - Malls - Capitalization Rate
SI352        ACQ_APTS_TOTAL_CAPTLZTN_RATE        Acquisitions Apts Total Capitalization Rate
SI349        ACQ_APTS_TOTAL_PURCH_PX             Acquisitions Apartments Total Purchase Price
SI346        ACQ_APTS_TOTAL_UNITS_ACQUIRED       Acquisitions Apartments Total Units Acquired
DZ258        BVAL_OTC_UNDERLYING_ASSET           BVAL OTC Deal Underlying Asset          
Q1135        PRICE_LAST_BID_RT                   Price - Last Bid - Realtime             
DY638        CAST_AMT_OUTSTDG_MEZZ_LOANS         CAST Mezzanine Loans Amount Outstanding 
DZ030        RISK_PARENT_NAME                    Name of Risk Parent                     
F0228        TOTAL_NET_ASSETS_TO_REVENUES        Total Net Assets to Revenues            
RK545        STD_DEV_OF_ERROR_FOR_BETA_PM        Standard Deviation of Error for Beta Plus Minus
X1353        AMBEST_COM_PR_MULT_L_&_LAE_RSV      A.M. Best Coml Prop Multi Peril Loss & LAE Rsrvs
X1322        AMBEST_COM_PR_MULT_PERIL_LAE_RTI    A.M. Best Coml Prop/Multi Peril Loss & LAE Ratio
RR356        INT_EXP_INC_GROWTH                  Interest Income - 1 Yr Growth           
A7374        ARD_ACCIDENT_LOSS_FOR_TRANS_MARG    ARD Accident Loss On For Exch Trans Margin Acct
M0393        AVG_BRNT_10K_SF_LES_RETAIL_PORT     Avg Base Rent 10 Th Sqft or Less Total Retail Port
S4854        ARDR_FDS_FR_OPS_AVAIL_COM_SH_DIL    ARDR Funds from Ops Avail to Com Shrhldrs Dil
B1612        ARD_INT_PFD_COVERAGE_RATIO          ARD Interest and Preferred Coverage Ratio
ES077        GHG_SCOPE_2                         GHG Scope 2                             
IN815        EX_US_REVENUE_SUM                   Ex-US Revenue Sum                       
B4545        ARD_ADJ_OP_RATIO_EX_FUEL_SURCHRG    ARD Adj Operating Ratio Excl Fuel Surcharge
IS277        FUTURE_CASHFLOWS_UNDISC             Energy-DCF Undisc Cashflow              
IS276        FUTURE_INCOME_TAX                   Energy-DCF Income Tax                   
IS275        FUTURE_DEVELOPMENT_COSTS            Energy-DCF Devel Costs                  
IS274        FUTURE_PRODUCTION_COSTS             Energy-DCF Production Costs             
BS452        GAS_PRODUCTION_ASIA_PAC_MMCF_DY     Energy-MMCF/D-Gas-Asia                  
BS451        OIL_PRODUCTION_ASIA_PAC_MBBL_DY     Energy-MBBL/D-Oil-Asia                  
B6566        ARD_VALUE_ADDED_INT_ON_CAPITAL      ARD Value Added - Interest on Capital   
M1079        VALUE_ADDED_INTEREST_ON_CAPITAL     Value Added - Interest on Capital       
A3719        ARD_EXCESS_GL_OVER_COST_INVEST      ARD Excess Gain/Loss Over Cost Of Investment
F0717        EXCESS_OF_REVS_TO_TOT_GF_REVS       Excess of Revenues to Total General Fund Revenues
A4273        ARD_EXCESS_CHG_CAPITAL_INVEST       ARD Excess on Change of Capital Investment
R0490        ARDR_COSTS_IN_EXCESS_OF_BILLING     ARD Ref Costs In Excess of Billings     
B4803        ARD_EXCESS_REFERENCE_RATE_VIF       As Reported Data Excess Reference Rate VIF
FD380        NET_INTERNAL_RATE_OF_RETURN         Net Internal Rate of Return             
FD382        GROSS_INTERNAL_RATE_OF_RETURN       Gross Internal Rate of Return           
ID207        LISTED_MIC                          Listed MIC                              
B4900        ARD_ESTIMATED_IC_PCI_PROC_VOLUME    ARD Estimated Intercontinental PCI Proc Volume
A1403        ARD_ENERGY_OIL_REVISIONS_NAMR       ARD CO NGL and Other Liq Revisions North America
FY241        FED_LDPC_BEGINNING_CASH             Fed Large Dom Parent Co Beginning Cash  
RX544        PREMIUM_TO_CARD_RECEIVABLES         Premium to Card Receivables             
FY102        FED_CLASS_A_MINORITY                Fed Class A Minority                    
FY134        FED_LDPC_TOTAL_CAPITAL              Fed Large Dom Parent Co Total Capital   
FY286        FED_SDPC_TOTAL_CAPITAL              Fed Small Dom Parent Co Total Capital   
FD336        HB_MARKET_CAP_ALLOCATION            Holdings Based Market Cap Allocation    
RX543        PREMIUM_TO_ASSETS_UNDER_MGMT        Premium to Assets Under Management      
F0791        TOTAL_CAPITAL_NET_OF_CASH           Total Capital Net of Cash               
RX542        DEPOSIT_PREMIUM                     Deposit Premium                         
RX541        CORE_DEPOSIT_PREMIUM                Core Deposit Premium                    
RX117        CARD_AVERAGE_LEVERAGE_QUARTERLY     Card Average Leverage Quarterly         
IN800        LEVERAGE_RATIO_MEDIAN               Leverage Ratio Median                   
RX113        CARD_AVERAGE_LEVERAGE               Card Average Leverage                   
ES263        CONSISTENT_REPORTING_BASIS          Consistent Reporting Basis              
ES545        CDP_SF6_EMISSIONS                   CDP Reported SF6 (Metric Tonnes)        
ES543        CDP_PFC_EMISSIONS                   CDP Reported PFC (Metric Tonnes)        
ES541        CDP_HFC_EMISSIONS                   CDP Reported HFCs (Metric Tonnes)       
ES537        CDP_CH4_EMISSIONS                   CDP Reported CH4 (Metric Tonnes)        
DY652        TOP_HOLDERS_INST_TYPE_OVERRIDE      Top Holders Institution Type Override   
BE476        BEST_OPP_CHG_PCT                    BEst OPP % Chg                          
BE532        BEST_CPS_YOY_GTH                    BEst CPS YoY Gwth                       
BE473        BEST_PTP_QOQ_GTH                    BEst PTP QoQ Gwth                       
BE531        BEST_CPS_4WK_DN                     BEst CPS 4 wk Down                      
BE530        BEST_CPS_4WK_UP                     BEst CPS 4 wk Up                        
BE526        BEST_CPS_STDDEV                     BEst CPS Std Dev                        
BE470        BEST_PTP_4WK_UP                     BEst PTP 4 wk Up                        
BE523        BEST_CPS_4WK_CHG                    BEst CPS 4 wk Chg                       
BE524        BEST_CPS_3MO_CHG                    BEst CPS 3 mo Chg                       
BE515        BEST_DPS_4WK_UP                     BEst DPS 4 wk Up                        
BE466        BEST_PTP_STDDEV                     BEst PTP Std Dev                        
BE471        BEST_PTP_4WK_DN                     BEst PTP 4 wk Down                      
BE518        BEST_DPS_QOQ_GTH                    BEst DPS QoQ Gwth                       
BE520        BEST_CPS_CHG                        BEst CPS Change                         
BE957        BEST_SALES_2MO_CHG                  BEst Sales 2 Mo Change                  
BE519        BEST_DPS_DEV                        BEst DPS % Deviation                    
BE960        BEST_SALES_6MO_CHG                  Best Sales 6 Mo Chg                     
BE522        BEST_CPS_1WK_CHG                    BEst CPS 1 wk Chg                       
BE971        BEST_ANALYST_REC_3MO_CHG            BEst Analyst Recommendation 3 Mo Chg    

BE972        BEST_ANALYST_REC_6MO_CHG            BEst Analyst Recommendation 6 Mo Chg    
BE521        BEST_CPS_CHG_PCT                    BEst CPS % Chg                          
BE915        BEST_DCPU_CHG                       BEst DCPU Change                        
BE546        BEST_BPS_4WK_DN                     BEst BPS 4 wk Down                      
BE461        BEST_PTP_CHG_PCT                    BEst PTP % Chg                          
BE547        BEST_BPS_YOY_GTH                    BEst BPS YoY Gwth                       
BE463        BEST_PTP_4WK_CHG                    BEst PTP 4 wk Chg                       
BE906        BEST_AFFOPS_HI                      BEst AFFOPS High                        
BE464        BEST_PTP_3MO_CHG                    BEst PTP 3 mo Chg                       
BE907        BEST_AFFOPS_LO                      BEst AFFOPS Low                         
BE917        BEST_DCPU_1WK_CHG                   BEst DCPU 1 Wk Chg                      
BE918        BEST_DCPU_4WK_CHG                   BEst DCPU 4 Wk Chg                      
BE545        BEST_BPS_4WK_UP                     BEst BPS 4 wk Up                        
BE543        BEST_BPS_LO                         BEst BPS Low                            
BE542        BEST_BPS_HI                         BEst BPS High                           
BE919        BEST_DCPU_3MO_CHG                   BEst DCPU 3 Mo Chg                      
BE541        BEST_BPS_STDDEV                     BEst BPS Std Dev                        
BE921        BEST_DCPU_STDDEV                    BEst DCPU Std Dev                       
BE539        BEST_BPS_3MO_CHG                    BEst BPS 3 mo Chg                       
BE538        BEST_BPS_4WK_CHG                    BEst BPS 4 wk Chg                       
BE537        BEST_BPS_1WK_CHG                    BEst BPS 1 wk Chg                       
BE536        BEST_BPS_CHG_PCT                    BEst BPS % Chg                          
BE922        BEST_DCPU_HI                        BEst DCPU High                          
BE535        BEST_BPS_CHG                        BEst BPS Change                         
BE923        BEST_DCPU_LO                        BEst DCPU Low                           
BE534        BEST_CPS_DEV                        BEst CPS % Deviation                    
BE925        BEST_DCPU_4WK_UP                    BEst DCPU 4 Wk Up                       
BE927        BEST_DCPU_YOY_GTH                   BEst DCPU YoY Gwth                      
BE928        BEST_DCPU_QOQ_GTH                   BEst DCPU QoQ Gwth                      
BE929        BEST_DCPU_DEV                       BEst DCPU % Deviation                   
BE533        BEST_CPS_QOQ_GTH                    BEst CPS QoQ Gwth                       
BE599        BEST_CURR_3MO_CHG                   BEst CURR 3 mo Chg                      
BE607        BEST_CURR_YOY_GTH                   BEst CURR YoY Gwth                      
BE608        BEST_CURR_QOQ_GTH                   BEst CURR QoQ Gwth                      
BE611        BEST_NDEBT_CHG_PCT                  BEst NDEBT % Chg                        
BE612        BEST_NDEBT_1WK_CHG                  BEst NDEBT 1 wk Chg                     
BE613        BEST_NDEBT_4WK_CHG                  BEst NDEBT 4 wk Chg                     
BE614        BEST_NDEBT_3MO_CHG                  BEst NDEBT 3 mo Chg                     
BE621        BEST_NDEBT_4WK_DN                   BEst NDEBT 4 wk Down                    
BE622        BEST_NDEBT_YOY_GTH                  BEst NDEBT YoY Gwth                     
BE623        BEST_NDEBT_QOQ_GTH                  BEst NDEBT QoQ Gwth                     
BE625        BEST_ROA_CHG                        BEst ROA Change                         
BE626        BEST_ROA_CHG_PCT                    BEst ROA % Chg                          
BE627        BEST_ROA_1WK_CHG                    BEst ROA 1 wk Chg                       
BE628        BEST_ROA_4WK_CHG                    BEst ROA 4 wk Chg                       
BE629        BEST_ROA_3MO_CHG                    BEst ROA 3 mo Chg                       
BE631        BEST_ROA_STDDEV                     BEst ROA Std Dev                        
BE635        BEST_ROA_4WK_UP                     BEst ROA 4 wk Up                        
BE636        BEST_ROA_4WK_DN                     BEst ROA 4 wk Down                      
BE637        BEST_ROA_YOY_GTH                    BEst ROA YoY Gwth                       
BE638        BEST_ROA_QOQ_GTH                    BEst ROA QoQ Gwth                       
BE639        BEST_ROA_DEV                        BEst ROA % Deviation                    
BE641        BEST_LTG_CHG_PCT                    BEst LTG % Chg                          
BE642        BEST_LTG_1WK_CHG                    BEst LTG 1 wk Chg                       
BE643        BEST_LTG_4WK_CHG                    BEst LTG 4 wk Chg                       
BE644        BEST_LTG_3MO_CHG                    BEst LTG 3 mo Chg                       
BE646        BEST_LTG_STDDEV                     BEst LTG Std Dev                        
BE650        BEST_LTG_4WK_UP                     BEst LTG 4 wk Up                        
BE651        BEST_LTG_4WK_DN                     BEst LTG 4 wk Down                      
BE694        BEST_NET_GAAP_LO                    BEst Net GAAP Low                       
BE693        BEST_NET_GAAP_HI                    BEst Net GAAP High                      
BE691        BEST_NET_GAAP_MEDIAN                BEst Net GAAP Median                    
BE479        BEST_OPP_3MO_CHG                    BEst OPP 3 mo Chg                       
BE478        BEST_OPP_4WK_CHG                    BEst OPP 4 wk Chg                       
BE516        BEST_DPS_4WK_DN                     BEst DPS 4 wk Down                      
BE511        BEST_DPS_STDDEV                     BEst DPS Std Dev                        
BE481        BEST_OPP_STDDEV                     BEst OPP Std Dev                        
BE485        BEST_OPP_4WK_UP                     BEst OPP 4 wk Up                        
BE486        BEST_OPP_4WK_DN                     BEst OPP 4 wk Down                      
BE488        BEST_OPP_QOQ_GTH                    BEst OPP QoQ Gwth                       
BE549        BEST_BPS_DEV                        BEst BPS % Deviation                    
BE565        BEST_NAV_CHG                        BEst NAV Change                         
BE567        BEST_NAV_1WK_CHG                    BEst NAV 1 wk Chg                       
BE509        BEST_DPS_3MO_CHG                    BEst DPS 3 mo Chg                       
BE568        BEST_NAV_4WK_CHG                    BEst NAV 4 wk Chg                       
BE569        BEST_NAV_3MO_CHG                    BEst NAV 3 mo Chg                       
BE505        BEST_DPS_CHG                        BEst DPS Change                         
BE506        BEST_DPS_CHG_PCT                    BEst DPS % Chg                          
BE507        BEST_DPS_1WK_CHG                    BEst DPS 1 wk Chg                       
BE508        BEST_DPS_4WK_CHG                    BEst DPS 4 wk Chg                       
BE571        BEST_NAV_STDDEV                     BEst NAV Std Dev                        
BE575        BEST_NAV_4WK_UP                     BEst NAV 4 wk Up                        
BE576        BEST_NAV_4WK_DN                     BEst NAV 4 wk Down                      
BE577        BEST_NAV_YOY_GTH                    BEst NAV YoY Gwth                       
BE578        BEST_NAV_QOQ_GTH                    BEst NAV QoQ Gwth                       
BE579        BEST_NAV_DEV                        BEst NAV % Deviation                    
BE580        BEST_FFOPS_CHG                      BEst FFOPS Change                       
BE585        BEST_FFOPS_MEDIAN                   BEst FFOPS Median                       
BE587        BEST_FFOPS_HI                       BEst FFOPS High                         
BE588        BEST_FFOPS_LO                       BEst FFOPS Low                          
BE590        BEST_FFOPS_4WK_UP                   BEst FFOPS 4 wk Up                      
BE594        BEST_FFOPS_DEV                      BEst FFOPS % Deviation                  
BE597        BEST_CURR_1WK_CHG                   BEst CURR 1 wk Chg                      
BE598        BEST_CURR_4WK_CHG                   BEst CURR 4 wk Chg                      
BE171        BEST_LTG_3MO_PCT_CHG                BEst LTG 3 Month  % Change              
BE170        BEST_LTG_4WK_PCT_CHG                BEst LTG 4 Week  % Change               
BE169        BEST_LTG_1WK_PCT_CHG                BEst LTG 1 Week  % Change               
BE168        BEST_ROA_3MO_PCT_CHG                BEst ROA 3 Month  % Change              
BE167        BEST_ROA_4WK_PCT_CHG                BEst ROA 4 Week  % Change               
BE166        BEST_ROA_1WK_PCT_CHG                BEst ROA 1 Week  % Change               

BE165        BEST_NDEBT_3MO_PCT_CHG              BEst Net Debt 3 Month  % Change         
